Climate_Resistance_Study,2,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.143163309044149E-4,0,0,1,0,1
Climate_Resistance_Study,10,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.074688796680498E-4,0,0,1,0,1
Climate_Resistance_Study,9,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.261666311527807E-4,0,0,1,0,2
Climate_Resistance_Study,4,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.1331058020477816E-4,0,0,1,0,1
experiment,run,configuration,peak_infected,peak_infected_tick,time_to_peak,final_infected,final_recovered,final_dead,max_hot_transmission,max_cold_transmission,max_moderate_transmission,total_airport_usage,total_port_usage,max_affected_countries,total_cross_border,total_within_country
Climate_Resistance_Study,8,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.2927666881305E-4,0,0,2,0,2
Climate_Resistance_Study,5,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.222972972972973E-4,0,0,1,0,2
Climate_Resistance_Study,11,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.1496130696474635E-4,0,0,1,0,1
Climate_Resistance_Study,1,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,6.385696040868455E-4,0,0,2,0,3
Climate_Resistance_Study,6,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.2689434364994664E-4,0,0,1,0,2
Climate_Resistance_Study,7,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.1510002151000216E-4,0,0,1,0,1
Climate_Resistance_Study,3,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.2854081851296334E-4,0,0,1,0,2
Climate_Resistance_Study,12,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,6.297229219143577E-4,0,0,2,0,3
Climate_Resistance_Study,9,hr0.3_cr0.3_tpfalse_isfalse_ap24,0,190,190,0,754,80,0,0,0,0,0,0,0,0
Climate_Resistance_Study,13,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.1417862497322766E-4,0,0,1,0,1
Climate_Resistance_Study,10,hr0.3_cr0.3_tpfalse_isfalse_ap24,563,365,365,563,5614,673,0.02017557369474819,0,0.08962655601659751,0,0,12,0,563
Climate_Resistance_Study,2,hr0.3_cr0.3_tpfalse_isfalse_ap24,355,365,365,355,5557,599,0.008583690987124463,0,0.06408058294042006,0,0,8,0,355
Climate_Resistance_Study,8,hr0.3_cr0.3_tpfalse_isfalse_ap24,521,365,365,521,5044,558,0.02288434956227922,0,0.0798454603992273,0,0,16,0,521
Climate_Resistance_Study,5,hr0.3_cr0.3_tpfalse_isfalse_ap24,554,365,365,554,4793,524,0.022418058132343845,0,0.0863597972972973,0,0,11,0,554
Climate_Resistance_Study,4,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,365,365,2,822,90,3.0670142616163164E-4,0,0,0,0,2,0,2
Climate_Resistance_Study,15,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.1204410517387616E-4,0,0,1,0,1
Climate_Resistance_Study,16,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,4.1177681696520483E-4,0,0,1,0,2
Climate_Resistance_Study,14,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,6.397952655150352E-4,0,0,1,0,3
Climate_Resistance_Study,17,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,6.400682739492212E-4,0,0,1,0,3
Climate_Resistance_Study,18,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,2.127659574468085E-4,0,0,1,0,1
Climate_Resistance_Study,11,hr0.3_cr0.3_tpfalse_isfalse_ap24,0,288,288,0,737,73,0,0,0,0,0,0,0,0
Climate_Resistance_Study,5,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.001012829169480081,0,0,3,0,3
Climate_Resistance_Study,2,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.759040216289286E-4,0,0,1,0,2
Climate_Resistance_Study,3,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.657789613848203E-4,0,0,1,0,2
Climate_Resistance_Study,7,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.001012829169480081,0,0,2,0,3
Climate_Resistance_Study,1,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.4164673727365904E-4,0,0,1,0,1
Climate_Resistance_Study,6,hr0.3_cr0.3_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.4246575342465754E-4,0,0,1,0,1
Climate_Resistance_Study,8,hr0.3_cr0.3_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.001015916017609211,0,0,1,0,3
Climate_Resistance_Study,4,hr0.3_cr0.3_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,0,1,0,2
Climate_Resistance_Study,8,hr0.05_cr0.05_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.0010152284263959391,0,0,1,0,3
Climate_Resistance_Study,3,hr0.05_cr0.05_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.0010270455323519343,0,0,1,0,3
Climate_Resistance_Study,6,hr0.05_cr0.05_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.3288948069241014E-4,0,0,1,0,1
Climate_Resistance_Study,4,hr0.05_cr0.05_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,0,1,0,2
Climate_Resistance_Study,9,hr0.05_cr0.05_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.763611768684477E-4,0,0,1,0,2
Climate_Resistance_Study,10,hr0.05_cr0.05_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.001015916017609211,0,0,1,0,3
Climate_Resistance_Study,7,hr0.05_cr0.05_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.3760972316002703E-4,0,0,1,0,1
Climate_Resistance_Study,1,hr0.05_cr0.05_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.001013856032443393,0,0,1,0,3
Climate_Resistance_Study,5,hr0.05_cr0.05_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.3840947546531303E-4,0,0,1,0,1
Climate_Resistance_Study,2,hr0.05_cr0.05_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.772773450728074E-4,0,0,1,0,2
Climate_Resistance_Study,12,hr0.05_cr0.05_tpfalse_isfalse_ap24,1,0,0,1,0,0,0,0,3.386386725364037E-4,0,0,1,0,1
Climate_Resistance_Study,11,hr0.05_cr0.05_tpfalse_isfalse_ap24,3,0,0,3,0,0,0,0,0.0010087424344317419,0,0,2,0,3
Climate_Resistance_Study,10,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,288,288,0,675,74,0,0,0,0,0,0,0,0
Climate_Resistance_Study,7,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,306,306,0,738,80,0,0,0,0,0,0,0,0
Climate_Resistance_Study,8,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,284,284,0,692,80,0,0,0,0,0,0,0,0
Climate_Resistance_Study,3,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,278,278,0,704,115,0,0,0,0,0,0,0,0
Climate_Resistance_Study,6,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,299,299,0,761,85,0,0,0,0,0,0,0,0
Climate_Resistance_Study,4,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,278,278,0,666,71,0,0,0,0,0,0,0,0
Climate_Resistance_Study,9,hr0.05_cr0.05_tpfalse_isfalse_ap24,0,317,317,0,683,77,0,0,0,0,0,0,0,0
Climate_Resistance_Study,13,hr0.05_cr0.05_tpfalse_isfalse_ap24,2,0,0,2,0,0,0,0,6.768189509306261E-4,0,0,1,0,2
